ID,AUDITYEAR,DBKEY,ELECAUDITSID,PASSTHROUGHNAME,PASSTHROUGHID
6335555,2022,148665,36297952,TEXAS TECH UNIVERSITY,R01DA029121
6335556,2022,148665,36297953,UNIVERSITY OF MINNESOTA,
6335557,2022,148665,36297954,NATIONAL INSTITUTES OF HEALTH,R15NS116511
6335558,2022,148665,36297955,TEXAS TECH UNIVERSITY,R01NS117906
6335559,2022,148665,36297957,UNIVERSITY OF ILLINOIS,
6335560,2022,148665,36297958,NATIONAL SCIENCE FOUNDATION,
6335561,2022,148665,36297959,EASTERN MICHIGAN UNIVERSITY,
6335562,2022,148665,36297960,COUNCIL OF GRADUATE SCHOOLS,
6335563,2022,148665,36297962,UNIVERSITY OF CALIFORNIA IRVINE,NSF-2016-3359
6335564,2022,148665,36297966,FLORIDA A&M UNIVERSITY,FAMU-NSF-1853794
6335565,2022,148665,36297968,WAYNE STATE UNIVERSITY,WSU15068
6335566,2022,148665,36297970,UNIVERSITY OF CENTRAL FLORIDA,FA9559-19-1-0307
6335567,2022,148665,36297971,UNIVERSITY OF MICHIGAN,FA9550-18-1-0287
6335568,2022,148665,36297972,TUSKEGEE UNIVERSITY,FA864921P1642
6335569,2022,148665,36297975,UNIVERSITY OF MICHIGAN,
6335570,2022,148665,36297977,UNIVERSITY OF MICHIGAN,SUBK00011792
6335571,2022,148665,36297978,UNIVERSITY OF CHICAGO,AWD101860
6335572,2022,148665,36297979,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,W911NF2010273
6335573,2022,148665,36297980,PACIFIC NORTHWEST NATIONAL LABORATORY,PNNL-DOE-485894
6335574,2022,148665,36297982,IDAHO NATIONAL LABORATORY,BEA240997
6335575,2022,148665,36297984,UNIVERSITY OF MICHIGAN,MSGC-SUBK00015393
6335576,2022,148665,36297996,STATE OF MICHIGAN,
6335577,2022,148665,36297997,STATE OF MICHIGAN,20-00-09
6335578,2022,148665,36298000,STATE OF MICHIGAN,E20224058-00
5813074,2022,150450,35511829,MICHIGAN DEPARTMENT OF EDUCATION,203510-2022
5813076,2022,150450,35511831,MICHIGAN DEPARTMENT OF EDUCATION,203510-2022
5813075,2022,150450,35511830,MICHIGAN DEPARTMENT OF EDUCATION,203510-2022
5837924,2022,150450,35511835,GRAND RAPIDS COMMUNITY COLLEGE,MI-35900-21-60-A-26
5866192,2022,150450,35511825,OAKLAND COUNTY,
5837925,2022,150450,35552098,SOUTHEAST MICHIGAN COMMUNITY ALLIANCE,HG-35907-21-60-A-26
5870129,2022,150450,35511826,OAKLAND COUNTY,
6259431,2022,164471,36156228,OHIO DEPARTMENT OF EDUCAITON,
6259437,2022,164471,36156235,OHIO DEPARTMENT OF EDUCATION,
6259428,2022,164471,36156225,OHIO DEPARTMENT OF EDUCATION,
6259434,2022,164471,36156232,OHIO DEPARTMENT OF EDUCATION,
6259425,2022,164471,36156222,OHIO DEPARTMENT OF EDUCATION,
6259432,2022,164471,36156229,OHIO DEPARTMENT OF EDUCATION,
6259438,2022,164471,36156236,OHIO DEPARTMENT OF EDUCATION,
6259426,2022,164471,36156223,OHIO DEPARTMENT OF EDUCATION,
6259433,2022,164471,36156230,OHIO DEPARTMENT OF EDUCATION,
6259439,2022,164471,36156237,OHIO DEPARTMENT OF EDUCATION,
6259429,2022,164471,36156226,OHIO DEPARTMENT OF EDUCATION,
6259430,2022,164471,36156227,OHIO DEPARTMENT OF EDUCATION,
6259435,2022,164471,36156233,OHIO DEPARTMENT OF EDUCATION,
6259436,2022,164471,36156234,OHIO DEPARTMENT OF EDUCATION,
6259427,2022,164471,36156224,OHIO DEPARTMENT OF EDUCATION,
5998890,2022,174936,35774954,STATE DEPARTMENT OF EDUCATION,226710157110009
5996114,2022,174936,35774724,STATE DEPARTMENT OF EDUCATION,226101457110009
5996122,2022,174936,35774731,STATE DEPARTMENT OF EDUCATION,226101547110009
5996401,2022,174936,35775046,STATE DEPARTMENT OF EDUCATION,226801117110009
5996442,2022,174936,35775073,STATE DEPARTMENT OF EDUCATION,215280457110009
5996445,2022,174936,35775076,STATE DEPARTMENT OF EDUCATION,215280417110009
5996453,2022,174936,35775099,STATE DEPARTMENT OF EDUCATION,226000117110009
5996522,2022,174936,35775176,STATE DEPARTMENT OF EDUCATION,193928037110005
5996270,2022,174936,35774901,STATE DEPARTMENT OF EDUCATION,22420006243950
5996328,2022,174936,35774960,STATE DEPARTMENT OF EDUCATION,22671001243950
5996087,2022,174936,35774679,STATE DEPARTMENT OF AGRICULTURE,227170.09
5996342,2022,174936,35774975,STATE DEPARTMENT OF EDUCATION,226945647110009
5996493,2022,174936,35775139,"EDUCATION SERVICE CENTER, REGION 10",205210337110001
5996085,2022,174936,35774674,STATE DEPARTMENT OF AGRICULTURE,217170.09
5996107,2022,174936,35774716,TEXAS WORKFORCE COMMISSION,0318ALAD00
5996259,2022,174936,35774877,STATE DEPARTMENT OF EDUCATION,224200107110009
5996282,2022,174936,35774914,STATE DEPARTMENT OF EDUCATION,23420006243950
5996424,2022,174936,35775055,STATE DEPARTMENT OF EDUCATION,205210177110009
5996324,2022,174936,35774956,STATE DEPARTMENT OF EDUCATION,21671001243950
5996112,2022,174936,35774722,STATE DEPARTMENT OF EDUCATION,216101507110009
5996119,2022,174936,35774727,STATE DEPARTMENT OF EDUCATION,216101537110009
5996141,2022,174936,35774758,STATE DEPARTMENT OF EDUCATION,226150027110009
5996145,2022,174936,35774762,STATE DEPARTMENT OF EDUCATION,226600567110009
5996148,2022,174936,35774765,STATE DEPARTMENT OF EDUCATION,226600227110009
5996152,2022,174936,35774768,STATE DEPARTMENT OF EDUCATION,226600657110009
5996333,2022,174936,35774966,STATE DEPARTMENT OF EDUCATION,216945747110009
5996350,2022,174936,35774985,STATE DEPARTMENT OF EDUCATION,226801057110009
5996440,2022,174936,35775071,STATE DEPARTMENT OF EDUCATION,215210407110009
5996123,2022,174936,35774733,STATE DEPARTMENT OF EDUCATION,216101657110009
5996265,2022,174936,35774884,STATE DEPARTMENT OF EDUCATION,214200297110001
5996292,2022,174936,35774924,STATE DEPARTMENT OF EDUCATION,224600087110009
5996344,2022,174936,35774979,STATE DEPARTMENT OF EDUCATION,216945737110009
5996439,2022,174936,35775070,STATE DEPARTMENT OF EDUCATION,215210467110009
5996108,2022,174936,35774718,TEXAS WORKFORCE COMMISSION,0318ALAE00
5996338,2022,174936,35774971,STATE DEPARTMENT OF EDUCATION,206945767110002
5996443,2022,174936,35775074,STATE DEPARTMENT OF EDUCATION,215280207110004
5996139,2022,174936,35774755,STATE DEPARTMENT OF EDUCATION,226101197110009
5996190,2022,174936,35774807,STATE DEPARTMENT OF EDUCATION,226610227110009
5996252,2022,174936,35774868,STATE DEPARTMENT OF EDUCATION,224200097110009
5996319,2022,174936,35774951,STATE DEPARTMENT OF EDUCATION,226710027110009
5996423,2022,174936,35775054,STATE DEPARTMENT OF EDUCATION,20521011243950
5996447,2022,174936,35775078,STATE DEPARTMENT OF EDUCATION,215280277110009
5996449,2022,174936,35775080,STATE DEPARTMENT OF EDUCATION,215330037110009
5996524,2022,174936,35775179,STATE DEPARTMENT OF EDUCATION,223934017110009
6060168,2022,180818,35870220,MARYLAND STATE DEPARTMENT OF EDUCATION,
6060169,2022,180818,35870221,MARYLAND STATE DEPARTMENT OF EDUCATION,
6060170,2022,180818,35870222,MARYLAND STATE DEPARTMENT OF EDUCATION,
6060171,2022,180818,35870223,MARYLAND STATE DEPARTMENT OF EDUCATION,
6060172,2022,180818,35870224,MARYLAND STATE DEPARTMENT OF EDUCATION,
6060173,2022,180818,35870225,MARYLAND STATE DEPARTMENT OF EDUCATION,
6060174,2022,180818,35870226,MARYLAND STATE DEPARTMENT OF EDUCATION,202061-1
6060175,2022,180818,35870227,MARYLAND STATE DEPARTMENT OF EDUCATION,211802-1
6060176,2022,180818,35870227,MARYLAND STATE DEPARTMENT OF EDUCATION,211824-1
6060177,2022,180818,35870227,MARYLAND STATE DEPARTMENT OF EDUCATION,211848-1
6060178,2022,180818,35870227,MARYLAND STATE DEPARTMENT OF EDUCATION,211882-1
6060179,2022,180818,35870228,MARYLAND STATE DEPARTMENT OF EDUCATION,201014-1
6060180,2022,180818,35870228,MARYLAND STATE DEPARTMENT OF EDUCATION,211212-1
6060181,2022,180818,35870228,MARYLAND STATE DEPARTMENT OF EDUCATION,221506-1
6060182,2022,180818,35870229,MARYLAND STATE DEPARTMENT OF EDUCATION,191747-1
6060183,2022,180818,35870229,MARYLAND STATE DEPARTMENT OF EDUCATION,201022-1
6060184,2022,180818,35870229,MARYLAND STATE DEPARTMENT OF EDUCATION,211573-2
6060185,2022,180818,35870229,MARYLAND STATE DEPARTMENT OF EDUCATION,221773-1
6060186,2022,180818,35870229,MARYLAND STATE DEPARTMENT OF EDUCATION,221837-1
6060187,2022,180818,35870230,MARYLAND STATE DEPARTMENT OF EDUCATION,190275-6
6060188,2022,180818,35870230,MARYLAND STATE DEPARTMENT OF EDUCATION,200273-3
6060189,2022,180818,35870230,MARYLAND STATE DEPARTMENT OF EDUCATION,200273-7
6060190,2022,180818,35870230,MARYLAND STATE DEPARTMENT OF EDUCATION,201108-1
6060191,2022,180818,35870230,MARYLAND STATE DEPARTMENT OF EDUCATION,201108-2
6060192,2022,180818,35870230,MARYLAND STATE DEPARTMENT OF EDUCATION,201108-3
6060193,2022,180818,35870230,MARYLAND STATE DEPARTMENT OF EDUCATION,210263-1
6060194,2022,180818,35870230,MARYLAND STATE DEPARTMENT OF EDUCATION,210263-3
6060195,2022,180818,35870230,MARYLAND STATE DEPARTMENT OF EDUCATION,210263-4
6060196,2022,180818,35870230,MARYLAND STATE DEPARTMENT OF EDUCATION,210263-7
6060197,2022,180818,35870231,MARYLAND STATE DEPARTMENT OF EDUCATION,210285-1
6060198,2022,180818,35870231,MARYLAND STATE DEPARTMENT OF EDUCATION,211012-1
6060199,2022,180818,35870231,MARYLAND STATE DEPARTMENT OF EDUCATION,211012-2
6060200,2022,180818,35870231,MARYLAND STATE DEPARTMENT OF EDUCATION,211012-3
6060201,2022,180818,35870231,MARYLAND STATE DEPARTMENT OF EDUCATION,220152-1
6060202,2022,180818,35870231,MARYLAND STATE DEPARTMENT OF EDUCATION,220401-1
6060203,2022,180818,35870231,MARYLAND STATE DEPARTMENT OF EDUCATION,220401-2
6060204,2022,180818,35870231,MARYLAND STATE DEPARTMENT OF EDUCATION,220401-3
6060205,2022,180818,35870231,MARYLAND STATE DEPARTMENT OF EDUCATION,220401-4
6060206,2022,180818,35870231,MARYLAND STATE DEPARTMENT OF EDUCATION,220401-5
6060207,2022,180818,35870232,MARYLAND STATE DEPARTMENT OF EDUCATION,220401-6
6060208,2022,180818,35870233,MARYLAND STATE DEPARTMENT OF EDUCATION,221254-1
6060209,2022,180818,35870233,MARYLAND STATE DEPARTMENT OF EDUCATION,221254-2
6060210,2022,180818,35870233,MARYLAND STATE DEPARTMENT OF EDUCATION,221254-3
6060211,2022,180818,35870234,MARYLAND STATE DEPARTMENT OF EDUCATION,201860-1
6060212,2022,180818,35870234,MARYLAND STATE DEPARTMENT OF EDUCATION,201860-2
6060213,2022,180818,35870234,MARYLAND STATE DEPARTMENT OF EDUCATION,220359-1
6060214,2022,180818,35870234,MARYLAND STATE DEPARTMENT OF EDUCATION,220359-2
6060215,2022,180818,35870234,MARYLAND STATE DEPARTMENT OF EDUCATION,220510-1
6060216,2022,180818,35870234,MARYLAND STATE DEPARTMENT OF EDUCATION,220510-2
6060217,2022,180818,35870235,MARYLAND STATE DEPARTMENT OF EDUCATION,221190-1
6060218,2022,180818,35870236,MARYLAND STATE DEPARTMENT OF EDUCATION,210907-1
6060219,2022,180818,35870236,MARYLAND STATE DEPARTMENT OF EDUCATION,220527-1
6060220,2022,180818,35870236,MARYLAND STATE DEPARTMENT OF EDUCATION,220709-1
6060221,2022,180818,35870237,MARYLAND STATE DEPARTMENT OF EDUCATION,210298-1
6060222,2022,180818,35870237,MARYLAND STATE DEPARTMENT OF EDUCATION,220135-1
6060223,2022,180818,35870238,MARYLAND STATE DEPARTMENT OF EDUCATION,210801-1
6060224,2022,180818,35870238,MARYLAND STATE DEPARTMENT OF EDUCATION,220904-1
6060225,2022,180818,35870239,MARYLAND STATE DEPARTMENT OF EDUCATION,200740-1
6060226,2022,180818,35870239,MARYLAND STATE DEPARTMENT OF EDUCATION,210480-1
6060227,2022,180818,35870239,MARYLAND STATE DEPARTMENT OF EDUCATION,220680-1
6060228,2022,180818,35870240,MARYLAND STATE DEPARTMENT OF EDUCATION,221043-1
6060229,2022,180818,35870240,MARYLAND STATE DEPARTMENT OF EDUCATION,210784-1
6060230,2022,180818,35870240,MARYLAND STATE DEPARTMENT OF EDUCATION,211729-1
6060231,2022,180818,35870241,MARYLAND STATE DEPARTMENT OF EDUCATION,201239-1
6060232,2022,180818,35870242,MARYLAND STATE DEPARTMENT OF EDUCATION,211367-1
6060233,2022,180818,35870242,MARYLAND STATE DEPARTMENT OF EDUCATION,221535-1
6060234,2022,180818,35870243,MARYLAND STATE DEPARTMENT OF EDUCATION,202127-1
6060235,2022,180818,35870244,MARYLAND STATE DEPARTMENT OF EDUCATION,202036-1
6060236,2022,180818,35870244,MARYLAND STATE DEPARTMENT OF EDUCATION,202049-1
6060237,2022,180818,35870244,MARYLAND STATE DEPARTMENT OF EDUCATION,202113-1
6060238,2022,180818,35870244,MARYLAND STATE DEPARTMENT OF EDUCATION,202102-1
6060239,2022,180818,35870245,MARYLAND STATE DEPARTMENT OF EDUCATION,211942-1
6060240,2022,180818,35870246,MARYLAND STATE DEPARTMENT OF EDUCATION,220203-2
6060241,2022,180818,35870247,MARYLAND STATE DEPARTMENT OF EDUCATION,211339-1
6070723,2022,180818,35870248,MARYLAND FAMILY NETWORK,2102MDBCAP
6489899,2022,194523,36534275,WVDE,88
6489910,2022,194523,36534285,WVDE,88
6489939,2022,194523,36534316,WVDE,43
6489953,2022,194523,36534341,WVDE,41
6489961,2022,194523,36534349,WVDE,40
6489959,2022,194523,36534347,WVDE,40
6489965,2022,194523,36534354,WVDE,40
6489971,2022,194523,36534360,WVDE,40
6489972,2022,194523,36534361,WVDE,40
6489983,2022,194523,36534374,WVDE,40
6489964,2022,194523,36534353,WVDE,40
6489883,2022,194523,36534265,WVDE,88
6489904,2022,194523,36534279,WVDE,88
6489907,2022,194523,36534282,WVDE,88
6489914,2022,194523,36534290,WVDE,41
6489919,2022,194523,36534296,WVDE,43
6489901,2022,194523,36534277,WVDE,88
6489912,2022,194523,36534287,WVDE,50
6489917,2022,194523,36534293,WVDE,43
6489984,2022,194523,36534375,WVDE,
6489956,2022,194523,36534345,WVDE,41
6489941,2022,194523,36534319,WVDE,43
6489969,2022,194523,36534357,WVDE,40
6489976,2022,194523,36534365,WVDE,40
6382327,2022,200003,36370523,ARKANSAS DEPARTMENT OF EDUCATION,7205
6382331,2022,200003,36370527,ARKANSAS DEPARTMENT OF EDUCATION,7205
6382339,2022,200003,36370535,ARKANSAS DEPARTMENT OF EDUCATION,7205
6382371,2022,200003,36370576,ARKANSAS DEPARTMENT OF EDUCATION,7205
6382376,2022,200003,36370581,ARKANSAS DEPARTMENT OF EDUCATION,7205
6382312,2022,200003,36370508,ARKANSAS DEPARTMENT OF EDUCATION,7205
6387856,2022,200003,36370586,NORTHWEST ARKANSAS EDUCATION SERVICE COOPERATIVE,
6382321,2022,200003,36370517,ARKANSAS DEPARTMENT OF EDUCATION,7205
6382317,2022,200003,36370513,ARKANSAS DEPARTMENT OF HUMAN SERVICES,7205000
6382336,2022,200003,36370532,ARKANSAS DEPARTMENT OF EDUCATION,7205
6382373,2022,200003,36370578,ARKANSAS DEPARTMENT OF EDUCATION,7205
6382307,2022,200003,36370502,ARKANSAS DEPARTMENT OF EDUCATION,7205
6646898,2022,216498,36787510,IOWA DEPARTMENT OF PUBLIC HEALTH,588 2 SA156
6646913,2022,216498,36787529,IOWA DEPARTMENT OF PUBLIC HEALTH,588 1 PN17
6646916,2022,216498,36787532,IOWA DEPARTMENT OF PUBLIC HEALTH,588 1 PN14C
6646904,2022,216498,36787514,IOWA DEPARTMENT OF PUBLIC HEALTH,588 2 PN117
6646919,2022,216498,36787536,IOWA DEPARTMENT OF PUBLIC HEALTH,588 2 SA166
6646905,2022,216498,36787517,IOWA DEPARTMENT OF PUBLIC HEALTH,588 2 SA104
6646889,2022,216498,36787497,IOWA DEPARTMENT OF PUBLIC HEALTH,588 2 SA125
6646910,2022,216498,36787524,IOWA DEPARTMENT OF PUBLIC HEALTH,588 0 SA104
6646923,2022,216498,36787541,IOWA MEDICAID ENTERPRISE,
6646909,2022,216498,36787522,IOWA DEPARTMENT OF PUBLIC HEALTH,588 2 PN114
6646894,2022,216498,36787507,IOWA DEPARTMENT OF PUBLIC HEALTH,588 2 SM24
6701388,2022,221401,36882499,TEXAS DIVISION OF EMERGENCY MANAGEMENT,
6701389,2022,221401,36882500,TEXAS STATE LIBRARY AND ARCHIVES COMMISSION,TXR-22005
6097819,2022,242524,35922258,LOUISIANA DEPARTMENT OF EDUCATION,
6097820,2022,242524,35922259,LOUISIANA DEPARTMENT OF EDUCATION,
6097828,2022,242524,35922268,LOUISIANA DEPARTMENT OF EDUCATION,
6097830,2022,242524,35922270,LOUISIANA DEPARTMENT OF EDUCATION,
6097827,2022,242524,35922267,LOUISIANA DEPARTMENT OF EDUCATION,
6097821,2022,242524,35922261,LOUISIANA DEPARTMENT OF EDUCATION,
6097822,2022,242524,35922262,NATIONAL INSTITUTE FOR EXCELLENCE IN TEACHING,
6097824,2022,242524,35922264,LOUISIANA BOARD OF REGENTS,
6097825,2022,242524,35922265,LOUISIANA DEPARTMENT OF EDUCATION,
6097829,2022,242524,35922269,LOUISIANA DEPARTMENT OF EDUCATION,
6097843,2022,242524,35922280,LOUISIANA DEPARTMENT OF EDUCATION,
6097844,2022,242524,35922281,LOUISIANA DEPARTMENT OF EDUCATION,
6097845,2022,242524,35922282,LOUISIANA DEPARTMENT OF EDUCATION,
6097832,2022,242524,35922271,LOUISIANA DEPARTMENT OF EDUCATION,
6097823,2022,242524,35922263,NEW ORLEANS BUSINESS ALLIANCE,
6097826,2022,242524,35922266,LOUISIANA DEPARTMENT OF EDUCATION,
5984437,2022,256797,35760131,NC DEPT. OF PUBLIC INSTRUCTION,PRC 050
5983984,2022,256797,35759106,NC DEPT. OF PUBLIC INSTRUCTION,PRC 141
5984336,2022,256797,35759992,NC DEPT. OF PUBLIC INSTRUCTION,PRC 103
5984442,2022,256797,35760137,NC DEPT. OF PUBLIC INSTRUCTION,PRC 185-186
5984443,2022,256797,35760139,NC DEPT. OF PUBLIC INSTRUCTION,PRC 181-203
5984369,2022,256797,35760027,NC DEPT. OF PUBLIC INSTRUCTION,PRC 108
5984285,2022,256797,35759929,NC DEPT. OF PUBLIC INSTRUCTION,PRC 060
5984441,2022,256797,35760136,NC DEPT. OF PUBLIC INSTRUCTION,PRC 171-178
5984438,2022,256797,35760132,NC DEPT. OF PUBLIC INSTRUCTION,PRC 160
5984439,2022,256797,35760133,NC DEPT. OF PUBLIC INSTRUCTION,PRC 163
6211953,2022,3391,36084639,"COMMONWEALTH OF MASSACHUSETTS, DEPARTMENT OF EARLY EDUCATION AND CARE",200010RAINB/2022FLEXPOO/2022PRIORPO/2100RAINBOW
6211954,2022,3391,36084640,"COMMONWEALTH OF MASSACHUSETTS, DEPARTMENT OF EARLY EDUCATION AND CARE",200010RAINB/2022FLEXPOO/2022PRIORPO/2100RAINBOW
6211955,2022,3391,36084641,"COMMONWEALTH OF MASSACHUSETTS, DEPARTMENT OF EARLY EDUCATION AND CARE",2022FLEXPOO
6211956,2022,3391,36084642,"COMMONWEALTH OF MASSACHUSETTS, DEPARTMENT OF EARLY EDUCATION AND CARE",200010RAINB/2022FLEXPOO/2022PRIORPO/2100RAINBOW
6211957,2022,3391,36084643,"COMMONWEALTH OF MA, DEPT. OF ELEMENTARY AND SECONDARY EDUCATION",8A70532112B/8D70532112B/8K70532112C/8L70532112B
6211958,2022,3391,36084644,"COMMONWEALTH OF MA, DEPT. OF ELEMENTARY AND SECONDARY EDUCATION",8A70571002A/8D70532117A/8E70532117A/8J70532117A
6203834,2022,119578,36071679,CALIFORNIA DEPARTMENT OF EDUCATION,"CHST-1046, FGRT-21-GAN-CCL-PPE-052, CAPP-0049 CAPP-1048"
6203864,2022,119578,36071723,CITY & COUNTY OF SAN FRANCISCO HUMAN SERVICES AGENCY,"CAPP-1049, CAPP-0050"
6203840,2022,119578,36071690,CALIFORNIA DEPARTMENT OF EDUCATION,"C3AP-1044, , CAPP-0049, CAPP-1048, CFCC-1017"
6203849,2022,119578,36071704,CITY & COUNTY OF SAN FRANCISCO HUMAN SERVICES AGENCY,"C2AP-1045, CAPP-1049, CAPP-0050"
6202376,2022,119578,36067292,CITY AND COUNTY OF SAN FRANCISCO'S HSA/OECE:,G-150(6-19)
6202232,2022,119578,36067146,STATE OF CALIFORNIA DEPARTMENT OF EDUCATION,38-1621-1F
6203779,2022,119578,36071427,CALIFORNIA DEPARTMENT OF EDUCATION,"C3AP-1044, CRRP-1046, CFCC-1017, CCIP-1046, FGRT-21-CCD-CCIP49"
6202264,2022,119578,36067179,CITY AND COUNTY OF SAN FRANCISCO'S DEPARTMENT OF PUBLIC HEALTH ,"SFGOV-0000426844, SFGOV-0000426844"
6202328,2022,119578,36067243,CITY & COUNTY SONOMA DEPARTMENT OF HEALTH SERVICES,2019-0204-A02
6479396,2022,132401,36514836,COUNTY OF ALAMEDA,
5980320,2022,135438,35753660,COLORADO DEPARTMENT OF EDUCATION,4027
5980327,2022,135438,35753667,COLORADO DEPARTMENT OF EDUCATION,4414
5980337,2022,135438,35753677,COLORADO DEPARTMENT OF EDUCATION,6555
5980318,2022,135438,35753658,COLORADO DEPARTMENT OF EDUCATION,4010
5980326,2022,135438,35753666,COLORADO DEPARTMENT OF EDUCATION,4420
5980336,2022,135438,35753676,COLORADO DEPARTMENT OF EDUCATION,5555
5980325,2022,135438,35753665,COLORADO DEPARTMENT OF EDUCATION,4424
5980332,2022,135438,35753672,MOFFAT COUNTY TREASURER,7665
5980319,2022,135438,35753659,COLORADO DEPARTMENT OF EDUCATION,4027
5980324,2022,135438,35753664,COLORADO DEPARTMENT OF EDUCATION,4367
5980330,2022,135438,35753670,COLORADO DEPARTMENT OF HUMAN SERVICES,7323
5980335,2022,135438,35753675,COLORADO DEPARTMENT OF EDUCATION,5553
5980321,2022,135438,35753661,COLORADO DEPARTMENT OF EDUCATION,4173
5980328,2022,135438,35753668,STATE BOARD OF COMMUNITY COLLEGES,5048
5980333,2022,135438,35753673,COLORADO DEPARTMENT OF HUMAN SERVICES,4555
5980322,2022,135438,35753662,COLORADO DEPARTMENT OF EDUCATION,6173
5980329,2022,135438,35753669,COLORADO DEPARTMENT OF HUMAN SERVICES,7434
5980334,2022,135438,35753674,COLORADO DEPARTMENT OF EDUCATION,4649
5980323,2022,135438,35753663,COLORADO DEPARTMENT OF EDUCATION,4365
5980331,2022,135438,35753671,COLORADO DEPARTMENT OF HUMAN SERVICES,7575
5980338,2022,135438,35753678,COLORADO DEPARTMENT OF EDUCATION,4559
6386442,2022,148976,36376412,STATE COURT ADMIN OFFICE VIA MSP - OFFICE OF HWY SAFETY PLANNING,AL-22-05
6386432,2022,148976,36376399,MICHIGAN STATE POLICE,2020-VD-BX-0434     CESF-2022-084
6386436,2022,148976,36376406,STATE OF MICHIGAN - DEPARTMENT OF TRANSPORTATION,19-5222
6386443,2022,148976,36376413,STATE COURT ADMIN OFFICE VIA MSP - OFFICE OF HWY SAFETY PLANNING,AL-21-05
6386433,2022,148976,36376400,STATE OF MICHIGAN - DEPARTMENT OF HEALTH AND HUMAN SERVICES,E20210096-00
6386437,2022,148976,36376407,STATE OF MICHIGAN - DEPARTMENT OF TRANSPORTATION,20-5318
6386439,2022,148976,36376409,STATE OF MICHIGAN - DEPARTMENT OF TRANSPORTATION,21-5335
6386444,2022,148976,36376416,STATE OF MICHIGAN - DEPARTMENT OF ENVIRONMENTAL QUALITY,C9975474-18               2018-0006
6386434,2022,148976,36376403,BATTLE CREEK COMMUNITY FOUNDATION,2018-GP-BX-0038
6386440,2022,148976,36376410,CITY OF WYOMING VIA STATE OF MICHIGAN - DEPARTMENT OF TRANSPORTATION,PT-21-10
6386435,2022,148976,36376404,BATTLE CREEK COMMUNITY FOUNDATION,2019-GP-BX-0065
6386441,2022,148976,36376411,CITY OF WYOMING VIA STATE OF MICHIGAN - DEPARTMENT OF TRANSPORTATION,PT-22-10
6386445,2022,148976,36376418,STATE OF MICHIGAN - DEPARTMENT OF HEALTH AND HUMAN SERVICES,"E20220096-00, E20211484-00"
6386438,2022,148976,36376408,STATE OF MICHIGAN - DEPARTMENT OF TRANSPORTATION,20-5373
6179916,2022,164565,36036725,OHIO DEPARTMENT OF EDUCATION,
6179946,2022,164565,36036754,OHIO DEPARTMENT OF EDUCATION,051391-3HS0-22
6179920,2022,164565,36036729,OHIO DEPARTMENT OF EDUCATION,051391-3HF0-22
6179813,2022,164565,36036610,OHIO DEPARTMENT OF EDUCATION,051391-3L70-22
6179815,2022,164565,36036612,OHIO DEPARTMENT OF EDUCATION,051391-3L60-22
6179817,2022,164565,36036614,OHIO DEPARTMENT OF EDUCATION,051391-3L60-22
6179933,2022,164565,36036743,OHIO DEPARTMENT OF EDUCATION,051391-ABS1-22
6179936,2022,164565,36036745,OHIO DEPARTMENT OF EDUCATION,051391-3L90-21
6179943,2022,164565,36036752,OHIO DEPARTMENT OF EDUCATION,051391-3L90-22
